GL Code,GL Description,BSPL,Ind AS Major,Ind AS Minor,(Unaudited) Mar'25,Mar'25 Adjusted
50010301023,MFG - correction issue/receipt,PL,Cost of materials consumed,Stock-in-trade,0.3,0.3
50010301024,Warranty Claimable,PL,Other expenses,Warranty,24.95,24.95
50010301025,Warranty Cant Claimable,PL,Other expenses,Warranty,114.59,148.66
50010301026,Reagent Rental contract,PL,Other expenses,Repairs and maintenance,205.57,205.57
50010301027,Purchase Manual,PL,Cost of materials consumed,Stock-in-trade,21.56,21.56
50010301028,Sample Issue (Short Expiry),PL,Cost of materials consumed,Stock-in-trade,0.72,0.72
50010301029,Quality Control Issue,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101001,Purchase - Reagents,PL,Cost of materials consumed,Stock-in-trade,13208.53,13208.53
50020101002,Purchase - Instruments,PL,Cost of materials consumed,Stock-in-trade,4457.99,4457.99
50020101003,Purchase - Spares,PL,Cost of materials consumed,Stock-in-trade,772.17,772.17
50020101004,Purchase - Accessories & Consumables,PL,Cost of materials consumed,Stock-in-trade,671.81,671.81
50020101005,Purchase - Components,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101006,Purchase - Finished goods reagents,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101007,Purchase - Sub assembly,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101008,Purchase - Packing material,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101009,Purchase - Tools (MFG),PL,Cost of materials consumed,Stock-in-trade,4.75,4.75
50020101010,Purchase Return,PL,Cost of materials consumed,Stock-in-trade,-9.43,-9.43
50020101011,Inventory Increase Offset,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101012,Inventory Decrease Offset,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101013,Purchase Offset Account,PL,Cost of materials consumed,Stock-in-trade,-19512.18,-19512.18
50020101014,Price Difference Account,PL,Cost of materials consumed,Stock-in-trade,6.42,6.42
50020101015,Purchase- Raw,PL,Cost of materials consumed,Stock-in-trade,410.62,410.62
50020101016,Purchase-COVID-19,PL,Cost of materials consumed,Stock-in-trade,1.98,1.98
50020101017,Purchase-MFG-Instruments,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101018,Purchase-MFG Ancilliaory Reagents,PL,Cost of materials consumed,Stock-in-trade,0.7,0.7
50020101019,Loss on transit,PL,Cost of materials consumed,Stock-in-trade,0.86,0.86
50020101020,Purchase - Reagents_Raw material,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50020101021,Purchase - Reagents_Lab QC Material,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50030101001,Salary account,PL,Employee benefits expense,"Salaries, wages and bonus",2528.25,2528.25
50030101013,Salary expense_Other adjustments,PL,Employee benefits expense,"Salaries, wages and bonus",5.56,5.56
50030101002,Bonus account,PL,Employee benefits expense,"Salaries, wages and bonus",174.6,174.6
50030101003,Wellness allowance,PL,Employee benefits expense,"Salaries, wages and bonus",0.0,0.0
50030101004,Clothing & Medical allowance,PL,Employee benefits expense,"Salaries, wages and bonus",0.0,0.0
50030101005,Leave tour allowance,PL,Employee benefits expense,"Salaries, wages and bonus",0.0,0.0
50030101006,Sales Incentive,PL,Employee benefits expense,"Salaries, wages and bonus",274.91,274.91
50030101007,Professional Tax employee,PL,Employee benefits expense,"Salaries, wages and bonus",0.6,0.6
50030101008,Exgratia,PL,Employee benefits expense,"Salaries, wages and bonus",6.19,6.19
50030101009,PF Exgratia,PL,Employee benefits expense,"Salaries, wages and bonus",0.0,0.0
50030101010,Insurance - Staff Mediclaim,PL,Employee benefits expense,"Salaries, wages and bonus",33.56,33.56
50030101011,Referral incentive - Employee,PL,Employee benefits expense,"Salaries, wages and bonus",3.86,3.86
50030101012,Employee Stock Option Plan Expenses,PL,Employee benefits expense,Employee stock compensation expense (refer note 43),8.51,43.0
50030101014,Salary for contract employees,PL,Employee benefits expense,"Salaries, wages and bonus",0.0,0.0
50030201001,Employers State insurance fund,PL,Employee benefits expense,Contribution to provident and other funds,0.47,0.47
50030201002,Employers Provident fund,PL,Employee benefits expense,Contribution to provident and other funds,95.6,95.6
50030201003,Gratuity account,PL,Employee benefits expense,Contribution to Gratuity,59.09,36.44
50030201004,Super annuation account,PL,Employee benefits expense,"Salaries, wages and bonus",16.25,16.25
50030301001,Leave salary account,PL,Employee benefits expense,"Salaries, wages and bonus",-0.23,27.43
50030401001,Staff welfare expense,PL,Employee benefits expense,Staff welfare expenses,39.78,39.78
50030401002,Staff welfare - TDS,PL,Employee benefits expense,Staff welfare expenses,1.52,1.52
50030401003,Staff welfare - Allowances,PL,Employee benefits expense,Staff welfare expenses,2.04,2.04
50030401004,Staff welfare expense - Ineligible GST Expenses,PL,Employee benefits expense,Staff welfare expenses,9.3,9.3
50040101001,Interest on CC a/c,PL,Finance costs,on bank borrowings,241.27,241.27
50040101002,Interest on Term loan a/c,PL,Finance costs,on bank borrowings,50.08,50.08
50040101003,Interest on FCNR loan a/c,PL,Finance costs,on bank borrowings,0.0,0.0
50040101004,Interest on Car loans a/c,PL,Finance costs,on bank borrowings,0.98,0.98
50040101005,Processing fee charges,PL,Finance costs,Other Borrowing Costs,16.7,16.7
50040201001,Interest on Distributor deposits,PL,Finance costs,on others,5.8,5.8
50040201002,Interest on Income tax,PL,Finance costs,on others,0.24,0.24
50040201003,Interest on GST,PL,Finance costs,on others,0.79,0.79
50040201004,Interest on Penalty,PL,Finance costs,on delayed payment of income tax,22.54,22.54
50040201005,Interest Expense on Lease Liability_ROU,PL,ROU,on lease Liabilities,0.0,54.28
50040201006,Interest Expense on Lease deposit_ROU,PL,ROU,Depreciation of Right of use asset,0.0,4.09
50050101001,Depreciation_TA,PL,Depreciation and amortisation expense,"Depreciation of property, plant and equipment (refer note 11)",857.08,853.88
50050101002,Depreciation_ROU,PL,ROU,Depreciation of Right of use asset,0.0,106.05
50050201001,Depreciation_ITA,PL,Depreciation and amortisation expense,Amortisation of intangible assets (refer note 13),688.79,688.79
50060101001,Bank charges_Domestic,PL,Other expenses,Bank charges,2.56,2.56
50060101002,Bank charges_Export,PL,Other expenses,Bank charges,2.97,2.97
50060201006,Rent Expense,PL,Other expenses,Rent (refer note 41.1),216.02,216.02
50060201007,Rent expense_ROU,PL,ROU,Rent (refer note 41.1),0.0,-121.52
50060202001,"Rates,taxes & Fees",PL,Other expenses,Rates and taxes,42.2,44.69
50060203001,Tendor forms,PL,Other expenses,Printing and stationery,2.26,2.26
50060203002,Printing_General,PL,Other expenses,Printing and stationery,5.05,5.05
50060203003,Printing_Letter heads,PL,Other expenses,Printing and stationery,0.56,0.56
50060203004,Printing_Visiting cards,PL,Other expenses,Printing and stationery,1.44,1.44
50060203005,Printing_Xerox,PL,Other expenses,Printing and stationery,2.55,2.55
50060203006,Stationery_General,PL,Other expenses,Printing and stationery,11.31,11.31
50060203007,Stationery_Papers,PL,Other expenses,Printing and stationery,0.79,0.79
50060203008,Postages,PL,Other expenses,Printing and stationery,0.03,0.03
50060203009,Cartridges,PL,Other expenses,Printing and stationery,0.78,0.78
50060204001,Annual maintenance charges,PL,Other expenses,Repairs and maintenance,19.29,19.29
50060204002,Electrical maintenance,PL,Other expenses,Repairs and maintenance,0.49,0.49
50060204003,Office maintenance_Khadi,PL,Other expenses,Repairs and maintenance,1.23,1.23
50060204004,Office maintenance_T4,PL,Other expenses,Repairs and maintenance,0.09,0.09
50060204005,Office maintenance_V9,PL,Other expenses,Repairs and maintenance,0.86,0.86
50060204006,Office maintenance_General,PL,Other expenses,Repairs and maintenance,17.3,17.3
50060204007,Maintenance charges_Director,PL,Other expenses,Repairs and maintenance,1.04,1.04
50060204008,Pooja expenses,PL,Other expenses,Repairs and maintenance,3.21,3.21
50060204009,Testing charges,PL,Other expenses,Repairs and maintenance,0.99,0.99
50060204010,Office maintenance_Sub contract,PL,Other expenses,Repairs and maintenance,0.0,0.0
50060204011,Office maintenance_CSD in house,PL,Other expenses,Repairs and maintenance,1.55,1.55
50060204012,Office maintenance_Westminister,PL,Other expenses,Repairs and maintenance,11.14,11.14
50060204013,Maintenance charges_Hyderabad,PL,Other expenses,Repairs and maintenance,11.54,11.54
50060204014,Maintenance charges_CCHS,PL,Other expenses,Repairs and maintenance,2.25,2.25
50060204015,Other material purchase,PL,Cost of materials consumed,Stock-in-trade,0.56,0.56
50060204016,Security charges,PL,Other expenses,Repairs and maintenance,9.36,9.36
50060204017,Repairs & Maintenance_Fixed Assets,PL,Other expenses,Repairs and maintenance,21.71,21.71
50060204018,Office maintenance_Villivakkam,PL,Other expenses,Repairs and maintenance,6.51,6.51
50060205001,Telephone charges_Kadhi,PL,Other expenses,Telephone and other communication expenses,0.31,0.31
50060205002,Telephone charges_Gokul Tower,PL,Other expenses,Telephone and other communication expenses,0.16,0.16
50060205003,Telephone charges_Director,PL,Other expenses,Telephone and other communication expenses,0.0,0.0
50060205004,Telephone charges_CEO,PL,Other expenses,Telephone and other communication expenses,0.06,0.06
50060205005,Telephone charges_Admin,PL,Other expenses,Telephone and other communication expenses,4.73,4.73
50060205006,Telephone charges_Westminister,PL,Other expenses,Telephone and other communication expenses,0.36,0.36
50060205007,Internet charges_Director,PL,Other expenses,Telephone and other communication expenses,0.0,0.0
50060205008,Internet charges_CEO,PL,Other expenses,Telephone and other communication expenses,0.0,0.0
50060205009,Internet charges_Others,PL,Other expenses,Telephone and other communication expenses,1.94,1.94
50060205010,Telephone Charges_Field Staff,PL,Other expenses,Telephone and other communication expenses,11.33,11.33
50060205011,Telephone Charges_Villivakkam,PL,Other expenses,Telephone and other communication expenses,0.04,0.04
50060206001,Electricity Charges_Kadhi,PL,Other expenses,Power and fuel,6.92,6.92
50060206002,Electricity Charges_L5,PL,Other expenses,Power and fuel,0.12,0.12
50060206003,Electricity Charges_L6,PL,Other expenses,Power and fuel,0.24,0.24
50060206004,Electricity Charges_T4,PL,Other expenses,Power and fuel,0.01,0.01
50060206005,Electricity Charges_V9,PL,Other expenses,Power and fuel,2.02,2.02
50060206006,Electricity Charges_Sachika,PL,Other expenses,Power and fuel,5.54,5.54
50060206007,Electricity Charges_MFG,PL,Other expenses,Power and fuel,5.33,5.33
50060206008,Electricity Charges_Mylapore,PL,Other expenses,Power and fuel,13.58,13.58
50060206009,Diesel charges,PL,Other expenses,Power and fuel,0.8,0.8
50060206010,Electricty Charges _Godown(Alapakkam),PL,Other expenses,Power and fuel,0.0,0.0
50060206011,Electricity Charges_Gerugambakkam (Porur),PL,Other expenses,Power and fuel,1.23,1.23
50060206012,Electricity charges_Villivakkam,PL,Other expenses,Power and fuel,13.75,13.75
5006020001,Software Maint Charges,PL,Other expenses,Repairs and maintenance,87.01,87.01
50060208001,Subscription charges,PL,Other expenses,Miscellaneous expenses,2.79,2.79
50060208002,Books & Periodicals,PL,Other expenses,Miscellaneous expenses,0.06,0.06
50060209001,Insurance Charges_Rental asset,PL,Other expenses,Insurance,3.34,3.34
50060209002,Insurance Charges_Vehicle,PL,Other expenses,Insurance,0.89,0.89
50060209003,Insurance Charges_Fixed assets,PL,Other expenses,Insurance,0.28,0.28
50060209004,Insurance Charges_Stock,PL,Other expenses,Insurance,5.93,5.93
50060209005,Insurance Charges_Transit,PL,Other expenses,Insurance,6.08,6.08
50060209006,Insurance Charges_Staff,PL,Other expenses,Insurance,0.0,0.0
50060209007,Insurance Charges_Staff Mediclaim - Ineligible GST Tax,PL,Other expenses,Insurance,0.23,0.23
50060209008,Insurance charges_Term life insurance,PL,Other expenses,Insurance,6.48,6.48
50060301001,Freight Charge_Outward,PL,Other expenses,Freight charges,610.22,610.22
50060301002,Loading & Unloading charges,PL,Other expenses,Freight charges,21.91,21.91
50060301003,Documentation charges,PL,Other expenses,Freight charges,0.0,0.0
50060302001,Sales Commission - Others Paid,PL,Other expenses,Sales commission,12.09,12.09
50060302002,Sales Commission -C & F (KOC),PL,Other expenses,Sales commission,42.54,42.54
50060302003,Sales Commission -C & F (BLR),PL,Other expenses,Sales commission,44.19,44.19
50060302004,Sales Commission -C & F (DEL),PL,Other expenses,Sales commission,59.32,59.32
50060302005,Sales commission -C & F (KOL),PL,Other expenses,Sales commission,41.61,41.61
50060302006,Sales commission -C & F (HYD),PL,Other expenses,Sales commission,54.67,54.67
50060302007,Sales commission -C & F (MUM),PL,Other expenses,Sales commission,57.48,57.48
50060303001,Discounts to customers,PL,Revenue from operations,- Traded goods,-6.31,19.09
50060303002,Discounts to Distributors,PL,Revenue from operations,- Traded goods,0.0,0.0
50060304001,Packing Charges,PL,Other expenses,Packing charges,43.53,43.53
50060304002,Packing charges - Ineligible GST Expense,PL,Other expenses,Packing charges,0.0,0.0
50060305001,License Fees,PL,Other expenses,Rates and taxes,30.99,30.99
50060305002,Membership Fee,PL,Other expenses,Miscellaneous expenses,0.85,0.85
50060306001,Bad Debts Write-off,PL,Other expenses,Bad debts written off,0.54,40.11
50060306002,Provision for Doubtful debts,PL,Other expenses,Provision for Doubtful debts,76.94,84.48
50060306003,Bad debts - Others,PL,Other expenses,Bad debts written off,0.0,0.0
50060307001,Sales Meet & training,PL,Other expenses,Advertising and sales promotion,7.78,7.78
50060307002,Sales Training Expenses_ICRT,PL,Other expenses,Advertising and sales promotion,18.57,18.57
50060307003,Sales Training Expenses_Instrument,PL,Other expenses,Advertising and sales promotion,0.04,0.04
50060307004,Sales Training Exp-outside faculty,PL,Other expenses,Advertising and sales promotion,0.23,0.23
50060307005,Training Expense - Customer,PL,Other expenses,Advertising and sales promotion,19.73,19.73
50060307006,Training Expenses - CSD,PL,Other expenses,Advertising and sales promotion,1.66,1.66
50060307007,Training Expenses - STAFF,PL,Other expenses,Advertising and sales promotion,23.82,23.82
50060308001,Sales Prom-Stall &conferance,PL,Other expenses,Advertising and sales promotion,34.13,34.13
50060308002,SALES MEET - DISTRIBUTOR,PL,Other expenses,Advertising and sales promotion,39.07,39.07
50060308003,Sales Meet-Senate/Cabinet,PL,Other expenses,Advertising and sales promotion,0.0,0.0
50060308004,Sales Meet - Region,PL,Other expenses,Advertising and sales promotion,0.43,0.43
50060308005,Sales Meet - CSD,PL,Other expenses,Advertising and sales promotion,0.1,0.1
50060308006,Annual sales meet,PL,Other expenses,Advertising and sales promotion,0.0,0.0
50060308007,Sales Meet - Business/Strategy,PL,Other expenses,Advertising and sales promotion,0.38,0.38
50060308008,SALES MEET -REVIEW,PL,Other expenses,Advertising and sales promotion,1.36,1.36
50060309001,Sales Promotion Expenses - Guest,PL,Other expenses,Advertising and sales promotion,0.04,0.04
50060309002,Sales Promotion Expenses - Gift,PL,Other expenses,Advertising and sales promotion,0.38,0.38
50060309003,Sales Prom Exp - CME,PL,Other expenses,Advertising and sales promotion,16.27,16.27
50060309004,Sales Prom Exp -Videos for prod,PL,Other expenses,Advertising and sales promotion,2.73,2.73
50060309005,Sales Promotion Expenses - Medicall,PL,Other expenses,Advertising and sales promotion,1.11,1.11
50060309006,Sales promotion - Participation fees,PL,Other expenses,Advertising and sales promotion,0.0,0.0
50060309007,Sales Promotion-Brochures & Design,PL,Other expenses,Advertising and sales promotion,13.1,13.1
50060309008,Sales Promotion Expenses - Guest (194R),PL,Other expenses,Advertising and sales promotion,0.0,0.0
50060309009,Sales Promotion Exp - Product development,PL,Other expenses,Advertising and sales promotion,3.59,3.59
50060309010,Advertisement expenses,PL,Other expenses,Advertising and sales promotion,0.0,0.0
50060309011,Sales promotion_ Sponsorship,PL,Other expenses,Advertising and sales promotion,15.25,15.25
50060309012,Sales Promotion_ others,PL,Other expenses,Advertising and sales promotion,24.68,24.68
50060309013,Sales Promotion - Ineligible GST Expenses,PL,Other expenses,Advertising and sales promotion,0.25,0.25
50060401001,Travelling Expenses - Foreign (Others),PL,Other expenses,Travelling and conveyance expenses,65.28,65.28
50060401002,Travelling Expenses - Staff,PL,Other expenses,Travelling and conveyance expenses,83.95,83.95
50060401003,Travelling Expenses - Guest,PL,Other expenses,Travelling and conveyance expenses,9.5,9.5
50060401004,Travelling Expenses - Consultant,PL,Other expenses,Travelling and conveyance expenses,3.41,3.41
50060401005,Transfer Allowance,PL,Other expenses,Travelling and conveyance expenses,0.69,0.69
50060401006,Travelling Expenses - TA,PL,Other expenses,Travelling and conveyance expenses,711.94,711.94
50060401007,Travelling Expenses - Products / Demo,PL,Other expenses,Travelling and conveyance expenses,3.92,3.92
50060401008,Travelling Expenses - Directors / CEO,PL,Other expenses,Travelling and conveyance expenses,2.74,2.74
50060401009,Travelling /Accommodation Expenses - Interview,PL,Other expenses,Travelling and conveyance expenses,0.08,0.08
50060401010,Travelling expenses - Staff - Ineligible GST Expenses,PL,Other expenses,Travelling and conveyance expenses,0.18,0.18
50060402001,Accommodation expenses - Foreign (Others),PL,Other expenses,Travelling and conveyance expenses,0.0,0.0
50060402002,Accommodation expenses - Staff,PL,Other expenses,Travelling and conveyance expenses,22.22,22.22
50060402003,Accommodation expenses - Guest,PL,Other expenses,Travelling and conveyance expenses,4.74,4.74
50060402004,Accommodation expenses - Consultant,PL,Other expenses,Travelling and conveyance expenses,0.03,0.03
50060402005,Accommodation expenses - TA,PL,Other expenses,Travelling and conveyance expenses,0.0,0.0
50060403001,Food expenses - Foreign (Others),PL,Other expenses,Travelling and conveyance expenses,0.0,0.0
50060403002,Food expenses - Staff,PL,Other expenses,Travelling and conveyance expenses,0.07,0.07
50060403003,Food expenses - Guest,PL,Other expenses,Travelling and conveyance expenses,0.52,0.52
50060403004,Food expenses - Consultant,PL,Other expenses,Travelling and conveyance expenses,0.0,0.0
50060403005,Food expenses - TA,PL,Other expenses,Travelling and conveyance expenses,0.0,0.0
50060403006,Food & Beverage Expenses @ 5%- Ineligible GST expenses,PL,Other expenses,Travelling and conveyance expenses,0.0,0.0
50060404001,Car Maintenance_CEO,PL,Other expenses,Repairs and maintenance,5.49,5.49
50060404002,Car Maintenance_Director,PL,Other expenses,Repairs and maintenance,0.32,0.32
50060404003,Car Fuel_CEO,PL,Other expenses,Repairs and maintenance,0.0,0.0
50060404004,Car Fuel_Director,PL,Other expenses,Repairs and maintenance,1.22,1.22
50060404005,Car Maintenance_Employee,PL,Other expenses,Repairs and maintenance,0.08,0.08
50060404006,Car Fuel_Employee,PL,Other expenses,Repairs and maintenance,0.0,0.0
50060404007,Two wheeler_Fuel,PL,Other expenses,Repairs and maintenance,0.19,0.19
50060405001,LOCAL CONVEYANCE CHARGES,PL,Other expenses,Travelling and conveyance expenses,6.8,6.8
50060501001,Professional charges,PL,Other expenses,Legal and professional fees (refer note (i) below),196.54,266.54
50060501002,Consultancy charges,PL,Other expenses,Legal and professional fees (refer note (i) below),54.4,54.4
50060501003,Consultancy charges_Manpower,PL,Other expenses,Legal and professional fees (refer note (i) below),1.31,1.31
50060501004,Stipend Charges - Internship,PL,Other expenses,Legal and professional fees (refer note (i) below),23.06,10.72
50060501005,Brokerage charges,PL,Other expenses,Legal and professional fees (refer note (i) below),10.0,10.0
50060502001,Audit fee_IFRS,PL,Other expenses,Legal and professional fees (refer note (i) below),12.67,12.67
50060502002,Audit fee_Statutory,PL,Other expenses,Legal and professional fees (refer note (i) below),13.0,13.0
50060502003,Audit fee_Tax,PL,Other expenses,Legal and professional fees (refer note (i) below),4.5,4.5
50060502004,Audit fee_Certification,PL,Other expenses,Legal and professional fees (refer note (i) below),0.0,0.0
50060502005,Internal Audit fee,PL,Other expenses,Legal and professional fees (refer note (i) below),10.0,10.0
50060503001,Legal expense,PL,Other expenses,Legal and professional fees (refer note (i) below),2.47,2.47
50060601001,Profit/loss on sale of asset_Land,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.0,0.0
50060601002,Profit/loss on sale of asset_Building,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.0,0.0
50060601003,Profit/loss on sale of asset_Temparory partition,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",7.47,7.47
50060601004,Profit/loss on sale of asset_Plant & Machinery,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",24.65,24.65
50060601005,Profit/loss on sale of asset_Plant & Machinery_MFG,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.53,0.53
50060601006,Profit/loss on sale of asset_Furniture & Fixures,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.65,0.65
50060601007,Profit/loss on sale of asset_Office equipment,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.23,0.23
50060601008,Profit/loss on sale of asset_Computers,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.03,0.03
50060601009,Profit/loss on sale of asset_Vehicles,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",39.25,39.25
50060601010,Profit/loss on sale of asset_Software,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.41,0.41
50060601011,Profit/loss on sale of asset_Trade marks,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.0,0.0
50060601012,Impairment Gain / Loss,PL,Other expenses,Impairment on Goodwill,0.0,0.0
50060601013,Profit/loss on lease closure_ROU,PL,Other income,"Net gain / loss on sale of propety, plant and equipment",0.0,-1.79
50060602001,Realised gain,PL,Other expenses,Net Gain on account of foreign exchange fluctuations,-141.37,-141.37
50060602002,Realised loss,PL,Other expenses,Net Gain on account of foreign exchange fluctuations,165.04,165.04
50060602003,Unrealised gain,PL,Other expenses,Net Gain on account of foreign exchange fluctuations,-28.34,-28.34
50060602004,Unrealised Loss,PL,Other expenses,Net Gain on account of foreign exchange fluctuations,-0.01,-0.01
50060602005,Rounding account,PL,Other expenses,Miscellaneous expenses,0.32,0.32
50060602006,Exchange rate difference,PL,Other expenses,Net Gain on account of foreign exchange fluctuations,-0.02,-0.02
50060603001,CSR Expenses,PL,Other expenses,Corporate Social Responsibility Expenditure (refer note (ii) below),7.0,28.6
50060603002,Branch Clearing Charges,PL,Control Account,Control Account,0.0,0.0
50070101,Prior Period Tax expenses,PL,Current Tax Expense,- Current tax,69.66,69.66
50070102,Current Tax Expense,PL,Current Tax Expense,- Current tax,561.18,711.01
50070103,Current Tax expense_ROU,PL,ROU,,0.0,0.0
50070201,Deferred Tax Expense,PL,Deferred Tax Expense,- Deferred tax,-211.13,-203.87
50070202,Deferred Tax expense _ROU,PL,ROU,,0.0,0.0
50080101,Other comprehensive Income/expense,PL,Other comprehensive income,Other comprehensive income,11.16,11.1
Liability for sales return,Liability for sales return,BS,Other current liabilities,Liability for sales return,-365.36,-452.12
Right to recover inventory,Right to recover inventory,BS,Other current assets,Right to recover inventory,238.89,379.8
Deferred Deposits from customers,Deferred Deposits from customers,BS,Other current liabilities,Deposits from customers,-13.08,-12.2
Other financial liabilities,Other financial liabilities,BS,Other financial liabilities,Deposits from customers,13.08,12.2
